"","country","iso3c","WHO_region","income_g","year","doses","pop_name","vacc_scenario"
"46606","Kyrgyzstan","KGZ","EURO","Lower middle income",2040,68796.945,"65+","A.1"
"46607","Lebanon","LBN","EMRO","Lower middle income",2040,0,"65+","A.1"
"46608","Georgia","GEO","EURO","Upper middle income",2040,132485.7185,"65+","A.1"
"46609","Nicaragua","NIC","AMRO","Lower middle income",2040,0,"65+","A.1"
"46610","Estonia","EST","EURO","High income",2040,85513.3875,"65+","A.1"
"46611","Rwanda","RWA","AFRO","Low income",2040,0,"65+","A.1"
"46612","Mali","MLI","AFRO","Low income",2040,0,"65+","A.1"
"46613","Zimbabwe","ZWE","AFRO","Lower middle income",2040,0,"65+","A.1"
"46614","Armenia","ARM","EURO","Upper middle income",2040,100750.422,"65+","A.1"
"46615","Tajikistan","TJK","EURO","Lower middle income",2040,0,"65+","A.1"
"46616","Mauritania","MRT","AFRO","Lower middle income",2040,0,"65+","A.1"
"46617","Mongolia","MNG","WPRO","Lower middle income",2040,81610.8,"65+","A.1"
"46618","Luxembourg","LUX","EURO","High income",2040,83960.046,"65+","A.1"
"46619","Botswana","BWA","AFRO","Upper middle income",2040,0,"65+","A.1"
"46620","Latvia","LVA","EURO","High income",2040,55473.219,"65+","A.1"
"46621","Papua New Guinea","PNG","SEARO","Lower middle income",2040,0,"65+","A.1"
"46622","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2040,78115.065,"65+","A.1"
"46623","Gabon","GAB","AFRO","Upper middle income",2040,0,"65+","A.1"
"46624","Bhutan","BTN","SEARO","Lower middle income",2040,69933.96015,"65+","A.1"
"46625","Sierra Leone","SLE","AFRO","Low income",2040,0,"65+","A.1"
"46626","Benin","BEN","AFRO","Lower middle income",2040,0,"65+","A.1"
"46627","Congo","COG","AFRO","Lower middle income",2040,0,"65+","A.1"
"46628","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2040,46379.2241,"65+","A.1"
"46629","Gambia","GMB","AFRO","Low income",2040,0,"65+","A.1"
"46630","Iceland","ISL","EURO","High income",2040,57682.95,"65+","A.1"
"46631","Guyana","GUY","AMRO","High income",2040,0,"65+","A.1"
"46632","Equatorial Guinea","GNQ","AFRO","Upper middle income",2040,0,"65+","A.1"
"46633","Malta","MLT","EURO","High income",2040,100307.30325,"65+","A.1"
"46634","Trinidad and Tobago","TTO","AMRO","High income",2040,34724.3504213892,"65+","A.1"
"46635","Guinea-Bissau","GNB","AFRO","Low income",2040,0,"65+","A.1"
"46636","Qatar","QAT","EMRO","High income",2040,14821.11015,"65+","A.1"
"46637","Maldives","MDV","SEARO","Upper middle income",2040,0,"65+","A.1"
"46638","Barbados","BRB","AMRO","High income",2040,0,"65+","A.1"
"46639","United Arab Emirates","ARE","EMRO","High income",2040,37828.9889264186,"65+","A.1"
"46640","Liberia","LBR","AFRO","Low income",2040,0,"65+","A.1"
"46641","Timor-Leste","TLS","SEARO","Lower middle income",2040,0,"65+","A.1"
"46642","Bahrain","BHR","EMRO","High income",2040,12351.0731181,"65+","A.1"
"46643","Montenegro","MNE","EURO","Upper middle income",2040,26251.89105,"65+","A.1"
"46644","Brunei Darussalam","BRN","WPRO","High income",2040,12799.1367019167,"65+","A.1"
"46645","Eswatini","SWZ","AFRO","Lower middle income",2040,0,"65+","A.1"
"46646","Cape Verde","CPV","AFRO","Lower middle income",2040,0,"65+","A.1"
"46647","Namibia","NAM","AFRO","Upper middle income",2040,10689.875,"65+","A.1"
"46648","Solomon Islands","SLB","WPRO","Lower middle income",2040,0,"65+","A.1"
"46649","Comoros","COM","AFRO","Lower middle income",2040,0,"65+","A.1"
"46650","Andorra","AND","EURO","High income",2040,9758.2255,"65+","A.1"
"46651","Lesotho","LSO","AFRO","Lower middle income",2040,0,"65+","A.1"
"46652","Bahamas","BHS","AMRO","High income",2040,7393.21870613237,"65+","A.1"
"46653","Central African Republic","CAF","AFRO","Low income",2040,0,"65+","A.1"
"46654","Suriname","SUR","AMRO","Upper middle income",2040,5924.12017023408,"65+","A.1"
"46655","Seychelles","SYC","AFRO","High income",2040,0,"65+","A.1"
"46656","Eritrea","ERI","AFRO","Low income",2040,0,"65+","A.1"
"46657","Antigua And Barbuda","ATG","AMRO","High income",2040,9675.58592865931,"65+","A.1"
"46658","Belize","BLZ","AMRO","Upper middle income",2040,5134.8904,"65+","A.1"
"46659","Djibouti","DJI","EMRO","Lower middle income",2040,0,"65+","A.1"
"46660","Vanuatu","VUT","WPRO","Lower middle income",2040,0,"65+","A.1"
"46661","Fiji","FJI","WPRO","Upper middle income",2040,4118.825,"65+","A.1"
"46662","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2040,0,"65+","A.1"
"46663","Sao Tome And Principe","STP","AFRO","Lower middle income",2040,0,"65+","A.1"
"46664","Tonga","TON","WPRO","Upper middle income",2040,0,"65+","A.1"
"46665","Dominica","DMA","AMRO","Upper middle income",2040,2467.3,"65+","A.1"
"46666","Saint Lucia","LCA","AMRO","Upper middle income",2040,1702.55545919184,"65+","A.1"
"46667","San Marino","SMR","EURO","High income",2040,4486.293,"65+","A.1"
"46668","Grenada","GRD","AMRO","Upper middle income",2040,1217.75825609665,"65+","A.1"
"46669","Samoa","WSM","WPRO","Lower middle income",2040,0,"65+","A.1"
"46670","Cook Islands","COK","WPRO","High income",2040,0,"65+","A.1"
"46671","Kiribati","KIR","WPRO","Lower middle income",2040,0,"65+","A.1"
"46672","Monaco","MCO","EURO","High income",2040,603.7,"65+","A.1"
"46673","Marshall Islands","MHL","WPRO","Upper middle income",2040,0,"65+","A.1"
"46674","Palau","PLW","WPRO","High income",2040,965.31709631935,"65+","A.1"
"46675","Saint Kitts and Nevis","KNA","AMRO","High income",2040,496.037674702833,"65+","A.1"
"46676","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2040,457.75,"65+","A.1"
"46677","Nauru","NRU","WPRO","High income",2040,0,"65+","A.1"
"46678","Tuvalu","TUV","WPRO","Upper middle income",2040,0,"65+","A.1"
"46679","China","CHN","WPRO","Upper middle income",2041,115771488,"65+","A.1"
"46680","India","IND","SEARO","Lower middle income",2041,0,"65+","A.1"
"46681","United States of America","USA","AMRO","High income",2041,63851593.935,"65+","A.1"
"46682","Brazil","BRA","AMRO","Upper middle income",2041,29826441,"65+","A.1"
"46683","Indonesia","IDN","SEARO","Upper middle income",2041,0,"65+","A.1"
"46684","Mexico","MEX","AMRO","Upper middle income",2041,14771061.508,"65+","A.1"
"46685","Germany","DEU","EURO","High income",2041,11514981.786,"65+","A.1"
"46686","Japan","JPN","WPRO","High income",2041,28283088.56,"65+","A.1"
"46687","Russian Federation","RUS","EURO","Upper middle income",2041,20177946,"65+","A.1"
"46688","Thailand","THA","SEARO","Upper middle income",2041,7450539.2045,"65+","A.1"
"46689","Italy","ITA","EURO","High income",2041,12034054.031,"65+","A.1"
"46690","France","FRA","EURO","High income",2041,11386436.481,"65+","A.1"
"46691","Korea, Republic of","KOR","WPRO","High income",2041,13416470.8515,"65+","A.1"
"46692","United Kingdom","GBR","EURO","High income",2041,14075840.349,"65+","A.1"
"46693","Bangladesh","BGD","SEARO","Lower middle income",2041,0,"65+","A.1"
"46694","Philippines","PHL","WPRO","Lower middle income",2041,3276225.44145,"65+","A.1"
"46695","Canada","CAN","AMRO","High income",2041,7543981.591,"65+","A.1"
"46696","Viet Nam","VNM","WPRO","Lower middle income",2041,0,"65+","A.1"
"46697","Spain","ESP","EURO","High income",2041,11051638.8025,"65+","A.1"
"46698","Colombia","COL","AMRO","Upper middle income",2041,7597309.72,"65+","A.1"
"46699","Australia","AUS","WPRO","High income",2041,4875657.9705,"65+","A.1"
"46700","Peru","PER","AMRO","Upper middle income",2041,2906069.92,"65+","A.1"
"46701","Turkey","TUR","EURO","Upper middle income",2041,1708110.1695,"65+","A.1"
"46702","Argentina","ARG","AMRO","Upper middle income",2041,5986703.6705,"65+","A.1"
"46703","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2041,1161149.025,"65+","A.1"
"46704","Netherlands","NLD","EURO","High income",2041,3818571.452,"65+","A.1"
"46705","South Africa","ZAF","AFRO","Upper middle income",2041,0,"65+","A.1"
"46706","Venezuela","VEN","AMRO","Upper middle income",2041,0,"65+","A.1"
"46707","Belgium","BEL","EURO","High income",2041,1956420.2945,"65+","A.1"
"46708","Portugal","PRT","EURO","High income",2041,2238843.772,"65+","A.1"
"46709","Chile","CHL","AMRO","High income",2041,3446427.656,"65+","A.1"
"46710","Nigeria","NGA","AFRO","Lower middle income",2041,0,"65+","A.1"
"46711","Poland","POL","EURO","High income",2041,1370352.825,"65+","A.1"
"46712","Greece","GRC","EURO","High income",2041,2042176.6865,"65+","A.1"
"46713","Romania","ROU","EURO","High income",2041,1723625.167,"65+","A.1"
"46714","Switzerland","CHE","EURO","High income",2041,955422.51,"65+","A.1"
"46715","Saudi Arabia","SAU","EMRO","High income",2041,1264251.648,"65+","A.1"
"46716","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2041,0,"65+","A.1"
"46717","Ecuador","ECU","AMRO","Upper middle income",2041,2228286.4,"65+","A.1"
"46718","Pakistan","PAK","EMRO","Lower middle income",2041,0,"65+","A.1"
"46719","Kazakhstan","KAZ","EURO","Upper middle income",2041,609896.1,"65+","A.1"
"46720","Belarus","BLR","EURO","Upper middle income",2041,1535092.4,"65+","A.1"
"46721","Sudan","SDN","EMRO","Low income",2041,0,"65+","A.1"
"46722","Cuba","CUB","AMRO","Upper middle income",2041,2830203.047,"65+","A.1"
"46723","Israel","ISR","EURO","High income",2041,1091244.348,"65+","A.1"
"46724","Austria","AUT","EURO","High income",2041,599566.551,"65+","A.1"
"46725","Ukraine","UKR","EURO","Lower middle income",2041,443596.6604,"65+","A.1"
"46726","Dominican Republic","DOM","AMRO","Upper middle income",2041,770522.78075,"65+","A.1"
"46727","Uzbekistan","UZB","EURO","Lower middle income",2041,777080.96655,"65+","A.1"
"46728","Hungary","HUN","EURO","High income",2041,618774.429,"65+","A.1"
"46729","Egypt","EGY","EMRO","Lower middle income",2041,626036.506545556,"65+","A.1"
"46730","Singapore","SGP","WPRO","High income",2041,0,"65+","A.1"
"46731","Ghana","GHA","AFRO","Lower middle income",2041,0,"65+","A.1"
"46732","Sweden","SWE","EURO","High income",2041,2042796.375,"65+","A.1"
"46733","Czech Republic","CZE","EURO","High income",2041,811326.6,"65+","A.1"
"46734","Uganda","UGA","AFRO","Low income",2041,0,"65+","A.1"
"46735","Malaysia","MYS","WPRO","Upper middle income",2041,305595.377453114,"65+","A.1"
"46736","Denmark","DNK","EURO","High income",2041,1246236,"65+","A.1"
"46737","Norway","NOR","EURO","High income",2041,999058.25,"65+","A.1"
"46738","Finland","FIN","EURO","High income",2041,953067.8025,"65+","A.1"
"46739","Bolivia","BOL","AMRO","Lower middle income",2041,765382.8462,"65+","A.1"
"46740","Algeria","DZA","AFRO","Lower middle income",2041,0,"65+","A.1"
"46741","Ireland","IRL","EURO","High income",2041,1042353.6,"65+","A.1"
"46742","Ethiopia","ETH","AFRO","Low income",2041,0,"65+","A.1"
"46743","Honduras","HND","AMRO","Lower middle income",2041,667658.7738,"65+","A.1"
"46744","Angola","AGO","AFRO","Lower middle income",2041,0,"65+","A.1"
"46745","New Zealand","NZL","WPRO","High income",2041,977176.84,"65+","A.1"
"46746","Morocco","MAR","EMRO","Lower middle income",2041,279668.8,"65+","A.1"
"46747","Serbia","SRB","EURO","Upper middle income",2041,0,"65+","A.1"
"46748","Afghanistan","AFG","EMRO","Low income",2041,0,"65+","A.1"
"46749","Iraq","IRQ","EMRO","Upper middle income",2041,269419.536384666,"65+","A.1"
"46750","Libya","LBY","EMRO","Upper middle income",2041,979111.583146691,"65+","A.1"
"46751","Côte d'Ivoire","CIV","AFRO","Lower middle income",2041,0,"65+","A.1"
"46752","Democratic Republic of the Congo","COD","AFRO","Low income",2041,0,"65+","A.1"
"46753","El Salvador","SLV","AMRO","Upper middle income",2041,390950.2219,"65+","A.1"
"46754","Myanmar","MMR","SEARO","Lower middle income",2041,452547.435387274,"65+","A.1"
"46755","Costa Rica","CRI","AMRO","Upper middle income",2041,653553.8985,"65+","A.1"
"46756","Niger","NER","AFRO","Low income",2041,0,"65+","A.1"
"46757","Slovakia","SVK","EURO","High income",2041,234514.881,"65+","A.1"
"46758","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2041,0,"65+","A.1"
"46759","Malawi","MWI","AFRO","Low income",2041,0,"65+","A.1"
"46760","Paraguay","PRY","AMRO","Upper middle income",2041,316430.01,"65+","A.1"
"46761","Burkina Faso","BFA","AFRO","Low income",2041,0,"65+","A.1"
"46762","Tunisia","TUN","EMRO","Lower middle income",2041,158912.792831338,"65+","A.1"
"46763","Panama","PAN","AMRO","High income",2041,685491.19,"65+","A.1"
"46764","Sri Lanka","LKA","SEARO","Lower middle income",2041,0,"65+","A.1"
"46765","Syrian Arab Republic","SYR","EMRO","Low income",2041,128438.925,"65+","A.1"
"46766","Croatia","HRV","EURO","High income",2041,352073.16,"65+","A.1"
"46767","Somalia","SOM","EMRO","Low income",2041,0,"65+","A.1"
"46768","Haiti","HTI","AMRO","Lower middle income",2041,0,"65+","A.1"
"46769","Chad","TCD","AFRO","Low income",2041,0,"65+","A.1"
"46770","Slovenia","SVN","EURO","High income",2041,173424.895,"65+","A.1"
"46771","Yemen","YEM","EMRO","Low income",2041,0,"65+","A.1"
"46772","Oman","OMN","EMRO","High income",2041,252386.391,"65+","A.1"
"46773","Lithuania","LTU","EURO","High income",2041,174905.6975,"65+","A.1"
"46774","Guinea","GIN","AFRO","Lower middle income",2041,0,"65+","A.1"
"46775","Madagascar","MDG","AFRO","Low income",2041,0,"65+","A.1"
"46776","Guatemala","GTM","AMRO","Upper middle income",2041,129709.31915,"65+","A.1"
"46777","South Sudan","SSD","AFRO","Low income",2041,0,"65+","A.1"
"46778","Nepal","NPL","SEARO","Lower middle income",2041,0,"65+","A.1"
"46779","Cameroon","CMR","AFRO","Lower middle income",2041,0,"65+","A.1"
"46780","Burundi","BDI","AFRO","Low income",2041,0,"65+","A.1"
"46781","Uruguay","URY","AMRO","High income",2041,261975.3958,"65+","A.1"
"46782","Cambodia","KHM","WPRO","Lower middle income",2041,0,"65+","A.1"
"46783","Bulgaria","BGR","EURO","Upper middle income",2041,215471.6145,"65+","A.1"
"46784","Kenya","KEN","AFRO","Lower middle income",2041,168388.2,"65+","A.1"
"46785","Azerbaijan","AZE","EURO","Upper middle income",2041,93554.5608,"65+","A.1"
"46786","Moldova, Republic of","MDA","EURO","Upper middle income",2041,0,"65+","A.1"
"46787","Kuwait","KWT","EMRO","High income",2041,0,"65+","A.1"
"46788","Cyprus","CYP","EURO","High income",2041,105415.397135737,"65+","A.1"
"46789","Jordan","JOR","EMRO","Lower middle income",2041,72978.6963945463,"65+","A.1"
"46790","Zambia","ZMB","AFRO","Lower middle income",2041,0,"65+","A.1"
"46791","Togo","TGO","AFRO","Low income",2041,0,"65+","A.1"
"46792","Senegal","SEN","AFRO","Lower middle income",2041,0,"65+","A.1"
"46793","Jamaica","JAM","AMRO","Upper middle income",2041,98920.0064,"65+","A.1"
"46794","Mozambique","MOZ","AFRO","Low income",2041,0,"65+","A.1"
"46795","Albania","ALB","EURO","Upper middle income",2041,187405.6192,"65+","A.1"
"46796","Turkmenistan","TKM","EURO","Upper middle income",2041,107128.576255199,"65+","A.1"
"46797","Mauritius","MUS","AFRO","Upper middle income",2041,127650.2851,"65+","A.1"
"46798","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2041,64236.6125188519,"65+","A.1"
"46799","Kyrgyzstan","KGZ","EURO","Lower middle income",2041,70378.335,"65+","A.1"
"46800","Lebanon","LBN","EMRO","Lower middle income",2041,0,"65+","A.1"
"46801","Georgia","GEO","EURO","Upper middle income",2041,133157.84455,"65+","A.1"
"46802","Nicaragua","NIC","AMRO","Lower middle income",2041,0,"65+","A.1"
"46803","Estonia","EST","EURO","High income",2041,86079.4965,"65+","A.1"
"46804","Rwanda","RWA","AFRO","Low income",2041,0,"65+","A.1"
"46805","Mali","MLI","AFRO","Low income",2041,0,"65+","A.1"
"46806","Zimbabwe","ZWE","AFRO","Lower middle income",2041,0,"65+","A.1"
"46807","Armenia","ARM","EURO","Upper middle income",2041,101149.828,"65+","A.1"
"46808","Tajikistan","TJK","EURO","Lower middle income",2041,0,"65+","A.1"
"46809","Mauritania","MRT","AFRO","Lower middle income",2041,0,"65+","A.1"
"46810","Mongolia","MNG","WPRO","Lower middle income",2041,84711.3,"65+","A.1"
"46811","Luxembourg","LUX","EURO","High income",2041,85734.198,"65+","A.1"
"46812","Botswana","BWA","AFRO","Upper middle income",2041,0,"65+","A.1"
"46813","Latvia","LVA","EURO","High income",2041,55508.144,"65+","A.1"
"46814","Papua New Guinea","PNG","SEARO","Lower middle income",2041,0,"65+","A.1"
"46815","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2041,78661.317,"65+","A.1"
"46816","Gabon","GAB","AFRO","Upper middle income",2041,0,"65+","A.1"
"46817","Bhutan","BTN","SEARO","Lower middle income",2041,72852.96195,"65+","A.1"
"46818","Sierra Leone","SLE","AFRO","Low income",2041,0,"65+","A.1"
"46819","Benin","BEN","AFRO","Lower middle income",2041,0,"65+","A.1"
"46820","Congo","COG","AFRO","Lower middle income",2041,0,"65+","A.1"
"46821","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2041,46649.7944,"65+","A.1"
"46822","Gambia","GMB","AFRO","Low income",2041,0,"65+","A.1"
"46823","Iceland","ISL","EURO","High income",2041,58602.05,"65+","A.1"
"46824","Guyana","GUY","AMRO","High income",2041,0,"65+","A.1"
"46825","Equatorial Guinea","GNQ","AFRO","Upper middle income",2041,0,"65+","A.1"
"46826","Malta","MLT","EURO","High income",2041,101915.506,"65+","A.1"
"46827","Trinidad and Tobago","TTO","AMRO","High income",2041,35178.289944921,"65+","A.1"
"46828","Guinea-Bissau","GNB","AFRO","Low income",2041,0,"65+","A.1"
"46829","Qatar","QAT","EMRO","High income",2041,15502.89405,"65+","A.1"
"46830","Maldives","MDV","SEARO","Upper middle income",2041,0,"65+","A.1"
"46831","Barbados","BRB","AMRO","High income",2041,0,"65+","A.1"
"46832","United Arab Emirates","ARE","EMRO","High income",2041,37769.4993709783,"65+","A.1"
"46833","Liberia","LBR","AFRO","Low income",2041,0,"65+","A.1"
"46834","Timor-Leste","TLS","SEARO","Lower middle income",2041,0,"65+","A.1"
"46835","Bahrain","BHR","EMRO","High income",2041,12795.7017630127,"65+","A.1"
"46836","Montenegro","MNE","EURO","Upper middle income",2041,26402.34075,"65+","A.1"
"46837","Brunei Darussalam","BRN","WPRO","High income",2041,13321.9856697666,"65+","A.1"
"46838","Eswatini","SWZ","AFRO","Lower middle income",2041,0,"65+","A.1"
"46839","Cape Verde","CPV","AFRO","Lower middle income",2041,0,"65+","A.1"
"46840","Namibia","NAM","AFRO","Upper middle income",2041,11105.975,"65+","A.1"
"46841","Solomon Islands","SLB","WPRO","Lower middle income",2041,0,"65+","A.1"
"46842","Comoros","COM","AFRO","Lower middle income",2041,0,"65+","A.1"
"46843","Andorra","AND","EURO","High income",2041,10028.529,"65+","A.1"
"46844","Lesotho","LSO","AFRO","Lower middle income",2041,0,"65+","A.1"
"46845","Bahamas","BHS","AMRO","High income",2041,7533.38554134786,"65+","A.1"
"46846","Central African Republic","CAF","AFRO","Low income",2041,0,"65+","A.1"
"46847","Suriname","SUR","AMRO","Upper middle income",2041,6033.198669975,"65+","A.1"
